,writer-id,attribute,avg_distance
129,26, word_spacing_norm,0.009289100336995027
130,27, angle_norm,0.002037536473079294
131,27, letter_size_norm,0.018983219976839338
132,27, pen_pressure_norm,0.043622121177063655
133,27, slant_angle_norm,0.017834817579817485
134,27, word_spacing_norm,0.005730629442455976
135,28, angle_norm,0.0022927271289328605
136,28, letter_size_norm,0.009443452106724832
137,28, pen_pressure_norm,0.028774113340940065
138,28, slant_angle_norm,0.02117896735703902
139,28, word_spacing_norm,0.006768451704360423
140,29, angle_norm,0.0013696032690742668
141,29, letter_size_norm,0.00906197031458574
142,29, pen_pressure_norm,0.030665494034246323
143,29, slant_angle_norm,0.012260379018999724
144,29, word_spacing_norm,0.0062939430398253945
145,30, angle_norm,0.0009098768233122279
146,30, letter_size_norm,0.011308433104982035
147,30, pen_pressure_norm,0.02507353237804475
148,30, slant_angle_norm,0.012010757473773592
149,30, word_spacing_norm,0.009441456337691511
150,31, angle_norm,0.02586241159485188
151,31, letter_size_norm,0.011701714206352904
152,31, pen_pressure_norm,0.02151619596757392
153,31, slant_angle_norm,0.03824891698416851
154,31, word_spacing_norm,0.003132727796340795
155,32, angle_norm,0.009655202225664804
156,32, letter_size_norm,0.031904283669024466
157,32, pen_pressure_norm,0.022777998794939813
158,32, slant_angle_norm,0.013365148195933929
159,32, word_spacing_norm,0.0056153013212623115
160,33, angle_norm,0.003073123496029816
161,33, letter_size_norm,0.009028440357963163
162,33, pen_pressure_norm,0.034352711030472396
163,33, slant_angle_norm,0.021715086208274663
164,33, word_spacing_norm,0.007295090098803797
165,34, angle_norm,0.001393890256859644
166,34, letter_size_norm,0.03816611337591145
167,34, pen_pressure_norm,0.01761397430330892
168,34, slant_angle_norm,0.009570468134876164
169,34, word_spacing_norm,0.005610965290667058
170,35, angle_norm,0.0003561436272353204
171,35, letter_size_norm,0.00563206548950051
172,35, pen_pressure_norm,0.02205240940985238
173,35, slant_angle_norm,0.009518735044067366
174,35, word_spacing_norm,0.022031502268975593
175,36, angle_norm,0.007858808129803671
176,36, letter_size_norm,0.004886641902378058
177,36, pen_pressure_norm,0.07566140615632236
178,36, slant_angle_norm,0.006624087376620813
179,36, word_spacing_norm,0.004773050071560975
180,37, angle_norm,0.00613133597830894
181,37, letter_size_norm,0.003152945589578837
182,37, pen_pressure_norm,0.011354148865068492
183,37, slant_angle_norm,0.007224901983522558
184,37, word_spacing_norm,0.006863265621143621
185,38, angle_norm,0.0038181495105510414
186,38, letter_size_norm,0.004461596725752037
187,38, pen_pressure_norm,0.019966283025123245
188,38, slant_angle_norm,0.020503904814678918
189,38, word_spacing_norm,0.007126501366625465
190,39, angle_norm,0.00259997656897259
191,39, letter_size_norm,0.0026970330677021813
192,39, pen_pressure_norm,0.007952729857419816
193,39, slant_angle_norm,0.012302930314604065
194,39, word_spacing_norm,0.007086368453508104
195,40, angle_norm,0.0007751759248456328
196,40, letter_size_norm,0.011353876517313299
197,40, pen_pressure_norm,0.01176558619309791
198,40, slant_angle_norm,0.006591125583588664
199,40, word_spacing_norm,0.028082586942127195
200,41, angle_norm,0.05427900375443774
201,41, letter_size_norm,0.003628568301039287
202,41, pen_pressure_norm,0.013677158726257665
203,41, slant_angle_norm,0.01239204123044949
204,41, word_spacing_norm,0.00641071162015624
205,42, angle_norm,0.001849458354174444
206,42, letter_size_norm,0.007544800527789936
207,42, pen_pressure_norm,0.03336120320984772
208,42, slant_angle_norm,0.00692518914682605
209,42, word_spacing_norm,0.004359344681890481
210,43, angle_norm,0.0023008567947243506
211,43, letter_size_norm,0.008311596304788236
212,43, pen_pressure_norm,0.06131328306736648
213,43, slant_angle_norm,0.005952969952969822
214,43, word_spacing_norm,0.005527080595877754
215,44, angle_norm,0.0016909560177628216
216,44, letter_size_norm,0.041904204777875494
217,44, pen_pressure_norm,0.028794411479683486
218,44, slant_angle_norm,0.015332698687036161
219,44, word_spacing_norm,0.011462201505210656
220,45, angle_norm,0.011892893524483167
221,45, letter_size_norm,0.010867859616866113
222,45, pen_pressure_norm,0.005803466144295488
223,45, slant_angle_norm,0.010818427288498755
224,45, word_spacing_norm,0.01220477867692214
225,46, angle_norm,0.0014162850718091302
226,46, letter_size_norm,0.010644898319911838
227,46, pen_pressure_norm,0.016888331116853596
228,46, slant_angle_norm,0.008541218328183909
229,46, word_spacing_norm,0.003958353438778312
230,47, angle_norm,0.011767315248376466
231,47, letter_size_norm,0.010101443695250196
232,47, pen_pressure_norm,0.010486651551691905
233,47, slant_angle_norm,0.009656695861853314
234,47, word_spacing_norm,0.011772139306083073
235,48, angle_norm,0.004666153063759788
236,48, letter_size_norm,0.006915604804032994
237,48, pen_pressure_norm,0.014232244474169287
238,48, slant_angle_norm,0.008392087598609455
239,48, word_spacing_norm,0.002369817609431535
240,49, angle_norm,0.0007791138001489318
241,49, letter_size_norm,0.018143314569714266
242,49, pen_pressure_norm,0.008148034933188341
243,49, slant_angle_norm,0.011954576564108966
244,49, word_spacing_norm,0.006448082539845296
245,50, angle_norm,0.024548042753690626
246,50, letter_size_norm,0.025032774734182965
247,50, pen_pressure_norm,0.14238579597086165
248,50, slant_angle_norm,0.06492567576463729
249,50, word_spacing_norm,0.026266019809985816
250,51, angle_norm,0.031851590929969045
251,51, letter_size_norm,0.04870968699873476
252,51, pen_pressure_norm,0.2190749911558491
253,51, slant_angle_norm,0.0571095838106144
254,51, word_spacing_norm,0.13593687874073884
255,52, angle_norm,0.0209558521477353
256,52, letter_size_norm,0.08532198462953929
257,52, pen_pressure_norm,0.0898992183104699
258,52, slant_angle_norm,0.07322067285973075
259,52, word_spacing_norm,0.06941216968112894
260,53, angle_norm,0.028743626964615604
261,53, letter_size_norm,0.02179945342156119
262,53, pen_pressure_norm,0.07360343851429133
263,53, slant_angle_norm,0.028790238406001967
264,53, word_spacing_norm,0.007090690186544446
265,54, angle_norm,0.003934516400921703
266,54, letter_size_norm,0.017472154781312216
267,54, pen_pressure_norm,0.11254477421408642
268,54, slant_angle_norm,0.018072403829606076
269,54, word_spacing_norm,0.012989375060567817
270,55, angle_norm,0.003938727731434634
271,55, letter_size_norm,0.00792286834075398
272,55, pen_pressure_norm,0.14054952180206853
273,55, slant_angle_norm,0.019218240034003464
274,55, word_spacing_norm,0.013007397588728
275,56, angle_norm,0.01977769555491516
276,56, letter_size_norm,0.02860423426504455
277,56, pen_pressure_norm,0.10918623535579453
278,56, slant_angle_norm,0.0566346265584268
279,56, word_spacing_norm,0.0062437489563285644
280,57, angle_norm,0.031746442075367004
281,57, letter_size_norm,0.061458224860286466
282,57, pen_pressure_norm,0.3235928629727975
283,57, slant_angle_norm,0.18644138984345093
284,57, word_spacing_norm,0.054095411360420585
285,58, angle_norm,0.02682400611129827
286,58, letter_size_norm,0.023433698221623802
287,58, pen_pressure_norm,0.041606298053568025
288,58, slant_angle_norm,0.14486244247502986
289,58, word_spacing_norm,0.031505112082814764
290,59, angle_norm,0.00029412406750606816
291,59, letter_size_norm,0.06843996639487354
292,59, pen_pressure_norm,0.1751379349253397
293,59, slant_angle_norm,0.1838487972508584
294,59, word_spacing_norm,0.09041349414909157
295,60, angle_norm,0.028581600877019574
296,60, letter_size_norm,0.07670611263328178
297,60, pen_pressure_norm,0.1782737420453604
298,60, slant_angle_norm,0.11761786043168625
299,60, word_spacing_norm,0.09659829486676426
300,61, angle_norm,0.020546801291096033
301,61, letter_size_norm,0.015151476668837566
302,61, pen_pressure_norm,0.01225402986170665
303,61, slant_angle_norm,0.14209795550001658
304,61, word_spacing_norm,0.07279416358858458
305,62, angle_norm,0.020786155718013143
306,62, letter_size_norm,0.7152784391987935
307,62, pen_pressure_norm,0.390389129370998
308,62, slant_angle_norm,0.2271358342878956
309,62, word_spacing_norm,0.14039443096826368
310,63, angle_norm,0.0058186587253168465
311,63, letter_size_norm,0.1624190526503825
312,63, pen_pressure_norm,0.08723996741816893
313,63, slant_angle_norm,0.17310805651011762
314,63, word_spacing_norm,0.06468364665453821
315,64, angle_norm,0.02351935531680954
316,64, letter_size_norm,0.03262107285240273
317,64, pen_pressure_norm,0.21549052986054226
318,64, slant_angle_norm,0.1364413898434509
319,64, word_spacing_norm,0.03154639175257745
320,65, angle_norm,0.01429794107408135
321,65, letter_size_norm,0.08403459835129404
322,65, pen_pressure_norm,0.0926468081247836
323,65, slant_angle_norm,0.125052500954562
324,65, word_spacing_norm,0.06777188194865591
325,66, angle_norm,0.045685854815305016
326,66, letter_size_norm,0.16785142515592574
327,66, pen_pressure_norm,0.22324264189960896
328,66, slant_angle_norm,0.127552500954562
329,66, word_spacing_norm,0.0674418165891787
330,67, angle_norm,0.019908522819317057
331,67, letter_size_norm,0.09609553876589304
332,67, pen_pressure_norm,0.19127050463442732
333,67, slant_angle_norm,0.13358424698630805
334,67, word_spacing_norm,0.062358716682549435
335,68, angle_norm,0.023815241064928272
336,68, letter_size_norm,0.15646109913145342
337,68, pen_pressure_norm,0.14757691093256253
338,68, slant_angle_norm,0.1583343939586772
339,68, word_spacing_norm,0.13684777156376116
340,69, angle_norm,0.020577195504037887
341,69, letter_size_norm,0.011765886168702637
342,69, pen_pressure_norm,0.0001693703503307109
343,69, slant_angle_norm,0.1542191676212286
344,69, word_spacing_norm,0.0036378950205512295
345,70, angle_norm,0.028361286608967813
346,70, letter_size_norm,0.011433588250283984
347,70, pen_pressure_norm,0.2833791617375554
348,70, slant_angle_norm,0.24310805651011766
349,70, word_spacing_norm,0.040762078027087256
350,71, angle_norm,0.046198890329219464
351,71, letter_size_norm,0.011702428233847815
352,71, pen_pressure_norm,0.1476081157585747
353,71, slant_angle_norm,0.16432017772223886
354,71, word_spacing_norm,0.10848043809838848
355,72, angle_norm,0.006169711884795272
356,72, letter_size_norm,0.028559841987048713
357,72, pen_pressure_norm,0.1232317185807688
358,72, slant_angle_norm,0.17644138984345092
359,72, word_spacing_norm,0.09193854861532254
360,73, angle_norm,0.015898899447483343
361,73, letter_size_norm,0.027250291871865645
362,73, pen_pressure_norm,0.06992275827473332
363,73, slant_angle_norm,0.04088583428789536
364,73, word_spacing_norm,0.006492823933697073
365,74, angle_norm,0.024548042753690626
366,74, letter_size_norm,0.08009035102138751
367,74, pen_pressure_norm,0.23236699905837715
368,74, slant_angle_norm,0.08987444169175149
369,74, word_spacing_norm,0.11109102533365307
370,75, angle_norm,0.06406780478893724
371,75, letter_size_norm,0.025032774734182965
372,75, pen_pressure_norm,0.12050331446593839
373,75, slant_angle_norm,0.10289041618938569
374,75, word_spacing_norm,0.09879280371942603
375,76, angle_norm,0.02454804275369063
376,76, letter_size_norm,0.1532130986336416
377,76, pen_pressure_norm,0.1897737517116483
378,76, slant_angle_norm,0.13599847269950324
379,76, word_spacing_norm,0.11457711744491617
380,77, angle_norm,0.024548042753690626
381,77, letter_size_norm,0.08928109567724843
382,77, pen_pressure_norm,0.11718087384945877
383,77, slant_angle_norm,0.0571095838106144
384,77, word_spacing_norm,0.09947907822922993
385,78, angle_norm,0.024548042753690623
386,78, letter_size_norm,0.14607190348431637
387,78, pen_pressure_norm,0.13176058057747753
388,78, slant_angle_norm,0.0571095838106144
389,78, word_spacing_norm,0.1250891000157223
390,79, angle_norm,0.03573279977389211
391,79, letter_size_norm,0.15755530114657582
392,79, pen_pressure_norm,0.158995127385278
393,79, slant_angle_norm,0.057109583810614394
394,79, word_spacing_norm,0.15957711744491618
395,80, angle_norm,0.06161043267258821
396,80, letter_size_norm,0.025032774734182965
397,80, pen_pressure_norm,0.1260724091508077
398,80, slant_angle_norm,0.0571095838106144
399,80, word_spacing_norm,0.052949666464523995
400,81, angle_norm,0.024548042753690626
401,81, letter_size_norm,0.183177375549138
402,81, pen_pressure_norm,0.3154403248759458
403,81, slant_angle_norm,0.0571095838106144
404,81, word_spacing_norm,0.1594790782292299
405,82, angle_norm,0.10524132535062233
406,82, letter_size_norm,0.02756418641193612
407,82, pen_pressure_norm,0.19513575800132604
408,82, slant_angle_norm,0.08377625047728102
409,82, word_spacing_norm,0.026266019809985816
410,83, angle_norm,0.024548042753690626
411,83, letter_size_norm,0.07881053642620131
412,83, pen_pressure_norm,0.22893118136222096
413,83, slant_angle_norm,0.08599847269950325
414,83, word_spacing_norm,0.07398888215079859
415,84, angle_norm,0.07334563828943877
416,84, letter_size_norm,0.1124395090795642
417,84, pen_pressure_norm,0.1171808738494588
418,84, slant_angle_norm,0.0571095838106144
419,84, word_spacing_norm,0.08879280371942601
420,85, angle_norm,0.024548042753690626
421,85, letter_size_norm,0.03143638844229736
422,85, pen_pressure_norm,0.1171808738494588
423,85, slant_angle_norm,0.057109583810614394
424,85, word_spacing_norm,0.06426665992857626
425,86, angle_norm,0.024548042753690623
426,86, letter_size_norm,0.1308519533050166
427,86, pen_pressure_norm,0.11718087384945881
428,86, slant_angle_norm,0.05710958381061439
429,86, word_spacing_norm,0.11044857713990534
430,87, angle_norm,0.02454804275369063
431,87, letter_size_norm,0.07919968287964936
432,87, pen_pressure_norm,0.1171808738494588
433,87, slant_angle_norm,0.18599847269950326
434,87, word_spacing_norm,0.026266019809985816
435,88, angle_norm,0.02454804275369063
436,88, letter_size_norm,0.1268553476823947
437,88, pen_pressure_norm,0.11718087384945881
438,88, slant_angle_norm,0.17118365788468828
439,88, word_spacing_norm,0.033760123980863935
440,89, angle_norm,0.024548042753690623
441,89, letter_size_norm,0.14357402497017774
442,89, pen_pressure_norm,0.11718087384945879
443,89, slant_angle_norm,0.18599847269950326
444,89, word_spacing_norm,0.08624378411158286
445,90, angle_norm,0.03963339043476363
446,90, letter_size_norm,0.07714414349964582
447,90, pen_pressure_norm,0.20207646864552128
448,90, slant_angle_norm,0.08723304060073786
449,90, word_spacing_norm,0.13432657278260685
450,91, angle_norm,0.024548042753690623
451,91, letter_size_norm,0.14454717106527493
452,91, pen_pressure_norm,0.1171808738494588
453,91, slant_angle_norm,0.08822069492172545
454,91, word_spacing_norm,0.026266019809985816
455,92, angle_norm,0.036624363353519894
456,92, letter_size_norm,0.03055357658387569
457,92, pen_pressure_norm,0.11718087384945881
458,92, slant_angle_norm,0.14896143566246609
459,92, word_spacing_norm,0.08003463378478545
460,93, angle_norm,0.10111075181182412
461,93, letter_size_norm,0.10813650117345219
462,93, pen_pressure_norm,0.2327823863896403
463,93, slant_angle_norm,0.08902877572980625
464,93, word_spacing_norm,0.07078923865703741
465,94, angle_norm,0.030900119916137038
466,94, letter_size_norm,0.025032774734182965
467,94, pen_pressure_norm,0.1171808738494588
468,94, slant_angle_norm,0.0571095838106144
469,94, word_spacing_norm,0.06793718874616399
470,95, angle_norm,0.024548042753690626
471,95, letter_size_norm,0.26795195056761545
472,95, pen_pressure_norm,0.286215844450651
473,95, slant_angle_norm,0.0571095838106144
474,95, word_spacing_norm,0.15796927430766128
475,96, angle_norm,0.06883209766757314
476,96, letter_size_norm,0.025032774734182965
477,96, pen_pressure_norm,0.24201739741643874
478,96, slant_angle_norm,0.16066819396716345
479,96, word_spacing_norm,0.02934182332726913
480,97, angle_norm,0.024548042753690623
481,97, letter_size_norm,0.07951883896377221
482,97, pen_pressure_norm,0.276565841918614
483,97, slant_angle_norm,0.0571095838106144
484,97, word_spacing_norm,0.10379280371942602
485,98, angle_norm,0.07497552795844578
486,98, letter_size_norm,0.03803694687212399
487,98, pen_pressure_norm,0.1171808738494588
488,98, slant_angle_norm,0.10011263841160792
489,98, word_spacing_norm,0.11702809783707305
490,99, angle_norm,0.024548042753690623
491,99, letter_size_norm,0.04156966077069156
492,99, pen_pressure_norm,0.3147091640599894
493,99, slant_angle_norm,0.08123656793759845
494,99, word_spacing_norm,0.07215414825724115
495,100, angle_norm,0.11407894933368261
496,100, letter_size_norm,0.07927931636652599
497,100, pen_pressure_norm,0.3623450060822914
498,100, slant_angle_norm,0.0571095838106144
499,100, word_spacing_norm,0.11724596276082035
500,101, angle_norm,0.024548042753690623
501,101, letter_size_norm,0.31273234878482065
502,101, pen_pressure_norm,0.3381752201559873
503,101, slant_angle_norm,0.10895102224999173
504,101, word_spacing_norm,0.14358781263208198
505,102, angle_norm,0.024548042753690626
506,102, letter_size_norm,0.10509985234966362
507,102, pen_pressure_norm,0.183531583806506
508,102, slant_angle_norm,0.057109583810614394
509,102, word_spacing_norm,0.15898888215079854
510,103, angle_norm,0.030808937277311474
511,103, letter_size_norm,0.025032774734182965
512,103, pen_pressure_norm,0.1171808738494588
513,103, slant_angle_norm,0.17993786663889716
514,103, word_spacing_norm,0.1273311281401034
515,104, angle_norm,0.05265857710588811
516,104, letter_size_norm,0.2476021107055805
517,104, pen_pressure_norm,0.2603504286397638
518,104, slant_angle_norm,0.0571095838106144
519,104, word_spacing_norm,0.18457711744491623
520,105, angle_norm,0.07129663413411566
521,105, letter_size_norm,0.10338643478258752
522,105, pen_pressure_norm,0.2332809898146761
523,105, slant_angle_norm,0.0571095838106144
524,105, word_spacing_norm,0.12111773369141478
525,106, angle_norm,0.02454804275369063
526,106, letter_size_norm,0.1385044053084638
527,106, pen_pressure_norm,0.1829669528408721
528,106, slant_angle_norm,0.0571095838106144
529,106, word_spacing_norm,0.1685088280601968
530,107, angle_norm,0.03745591784605735
531,107, letter_size_norm,0.025032774734182965
532,107, pen_pressure_norm,0.1171808738494588
533,107, slant_angle_norm,0.06747995418098482
534,107, word_spacing_norm,0.08069828386020025
535,108, angle_norm,0.04686296446150334
536,108, letter_size_norm,0.10715753910443931
537,108, pen_pressure_norm,0.1600144546290319
538,108, slant_angle_norm,0.0571095838106144
539,108, word_spacing_norm,0.06730007759671885
540,109, angle_norm,0.008319016942826517
541,109, letter_size_norm,0.07367622366365106
542,109, pen_pressure_norm,0.1720283202083256
543,109, slant_angle_norm,0.017711231113292203
544,109, word_spacing_norm,0.01658840855930016
545,110, angle_norm,0.045161084628455826
546,110, letter_size_norm,0.04044106939819776
547,110, pen_pressure_norm,0.1791431628054037
548,110, slant_angle_norm,0.0571095838106144
549,110, word_spacing_norm,0.1043222154841319
550,111, angle_norm,0.024548042753690623
551,111, letter_size_norm,0.025032774734182965
552,111, pen_pressure_norm,0.1171808738494588
553,111, slant_angle_norm,0.0571095838106144
554,111, word_spacing_norm,0.10267133073999031
555,112, angle_norm,0.03885327230258932
556,112, letter_size_norm,0.025032774734182965
557,112, pen_pressure_norm,0.11718087384945879
558,112, slant_angle_norm,0.0571095838106144
559,112, word_spacing_norm,0.12500195404622338
560,113, angle_norm,0.024548042753690626
561,113, letter_size_norm,0.13443794876093068
562,113, pen_pressure_norm,0.1171808738494588
563,113, slant_angle_norm,0.07612192948962673
564,113, word_spacing_norm,0.031058598926397684
565,114, angle_norm,0.059930392552227124
566,114, letter_size_norm,0.046351802747955494
567,114, pen_pressure_norm,0.1171808738494588
568,114, slant_angle_norm,0.0571095838106144
569,114, word_spacing_norm,0.10379280371942597
570,115, angle_norm,0.08180162167226451
571,115, letter_size_norm,0.027753961810868446
572,115, pen_pressure_norm,0.3062111224776299
573,115, slant_angle_norm,0.06478635148738203
574,115, word_spacing_norm,0.10080706396898038
575,116, angle_norm,0.024548042753690626
576,116, letter_size_norm,0.025032774734182965
577,116, pen_pressure_norm,0.1171808738494588
578,116, slant_angle_norm,0.0571095838106144
579,116, word_spacing_norm,0.14094966646452406
580,117, angle_norm,0.032166545455381036
581,117, letter_size_norm,0.025032774734182965
582,117, pen_pressure_norm,0.1171808738494588
583,117, slant_angle_norm,0.126739213440244
584,117, word_spacing_norm,0.05624378411158283
585,118, angle_norm,0.024548042753690626
586,118, letter_size_norm,0.12423428611824372
587,118, pen_pressure_norm,0.3771157963564902
588,118, slant_angle_norm,0.17766513936616984
589,118, word_spacing_norm,0.1444790782292299
590,119, angle_norm,0.049410195597727274
591,119, letter_size_norm,0.03934720506856896
592,119, pen_pressure_norm,0.1171808738494588
593,119, slant_angle_norm,0.14357423027526078
594,119, word_spacing_norm,0.05182310674972902
595,120, angle_norm,0.024548042753690626
596,120, letter_size_norm,0.21011926834468936
597,120, pen_pressure_norm,0.2266318451058901
598,120, slant_angle_norm,0.18599847269950326
599,120, word_spacing_norm,0.12022137514799745
600,121, angle_norm,0.032723772692648395
601,121, letter_size_norm,0.203776318912309
602,121, pen_pressure_norm,0.4634486062516301
603,121, slant_angle_norm,0.07735649739086124
604,121, word_spacing_norm,0.06199541809851099
605,122, angle_norm,0.024548042753690623
606,122, letter_size_norm,0.14330712836181764
607,122, pen_pressure_norm,0.3847609538129992
608,122, slant_angle_norm,0.0571095838106144
609,122, word_spacing_norm,0.1753287514318443
610,123, angle_norm,0.05057733337469453
611,123, letter_size_norm,0.027170000651896696
612,123, pen_pressure_norm,0.1171808738494588
613,123, slant_angle_norm,0.08155402825505872
614,123, word_spacing_norm,0.026266019809985816
615,124, angle_norm,0.055235753078249634
616,124, letter_size_norm,0.06384037409831543
617,124, pen_pressure_norm,0.11718087384945883
618,124, slant_angle_norm,0.0571095838106144
619,124, word_spacing_norm,0.10826992790243253
620,125, angle_norm,0.057992821534477434
621,125, letter_size_norm,0.10366956026896507
622,125, pen_pressure_norm,0.34441883053321415
623,125, slant_angle_norm,0.07982563319333039
624,125, word_spacing_norm,0.0886620847651776
625,126, angle_norm,0.06337127074235305
626,126, letter_size_norm,0.214616427313393
627,126, pen_pressure_norm,0.1339653083420189
628,126, slant_angle_norm,0.0571095838106144
629,126, word_spacing_norm,0.09310652920962205
630,127, angle_norm,0.04630998587765797
631,127, letter_size_norm,0.08909912071700288
632,127, pen_pressure_norm,0.1171808738494588
633,127, slant_angle_norm,0.09710958381061432
634,127, word_spacing_norm,0.09324913170516579
635,128, angle_norm,0.024548042753690626
636,128, letter_size_norm,0.09304257809726739
637,128, pen_pressure_norm,0.1171808738494588
638,128, slant_angle_norm,0.0571095838106144
639,128, word_spacing_norm,0.11988524069421594
640,129, angle_norm,0.024548042753690626
641,129, letter_size_norm,0.10971921672512558
642,129, pen_pressure_norm,0.1171808738494588
643,129, slant_angle_norm,0.09217131220567612
644,129, word_spacing_norm,0.026266019809985816
645,130, angle_norm,0.15358636045593826
646,130, letter_size_norm,0.025032774734182965
647,130, pen_pressure_norm,0.11718087384945877
648,130, slant_angle_norm,0.0571095838106144
649,130, word_spacing_norm,0.03214837275116221
650,131, angle_norm,0.051971993545683694
651,131, letter_size_norm,0.03821438912273702
